Token	True Label	Predicted Label
infections	O	O
were	O	O
frequently	O	O
found	O	O
in	O	O
these	O	O
patients	O	O
.	O	O

it	O	O
is	O	O
therefore	O	O
important	O	O
to	O	O
recognize	O	O
this	O	O
condition	O	O
in	O	O
patients	O	O
receiving	O	O
continuous	O	O
infusion	O	O
of	O	O
5	B-chem	B-chem
-	I-chem	I-chem
fu	I-chem	I-chem
.	O	O

the	O	O
effects	O	O
of	O	O
quinine	B-chem	B-chem
and	O	O
4	B-chem	B-chem
-	I-chem	I-chem
aminopyridine	I-chem	I-chem
on	O	O
conditioned	O	O
place	O	O
preference	O	O
and	O	O
changes	O	O
in	O	O
motor	O	O
activity	O	O
induced	O	O
by	O	O
morphine	B-chem	B-chem
in	O	O
rats	O	O
.	O	O

1	O	O
.	O	O

the	O	O
effects	O	O
of	O	O
two	O	O
unselective	O	O
potassium	B-chem	B-chem
(	O	O
k	B-chem	B-chem
(	O	O
+	O	O
)	O	O
-	O	O
)	O	O
channel	O	O
blockers	O	O
,	O	O
quinine	B-chem	B-chem
(	O	O
12	O	O
.	O	O
5	O	O
,	O	O
25	O	O
and	O	O
50	O	O
mg	O	O
/	O	O
kg	O	O
)	O	O
and	O	O
4	B-chem	B-chem
-	I-chem	I-chem
aminopyridine	I-chem	I-chem
(	O	O
1	O	O
and	O	O
2	O	O
mg	O	O
/	O	O
kg	O	O
)	O	O
,	O	O
on	O	O
conditioned	O	O
place	O	O
preference	O	O
and	O	O
biphasic	O	O
changes	O	O
in	O	O
motor	O	O
activity	O	O
induced	O	O
by	O	O
morphine	B-chem	B-chem
(	O	O
10	O	O
mg	O	O
/	O	O
kg	O	O
)	O	O
were	O	O
tested	O	O
in	O	O
wistar	O	O
rats	O	O
.	O	O

quinine	B-chem	B-chem
is	O	O
known	O	O
to	O	O
block	O	O
voltage	O	O
-	O	O
,	O	O
calcium	B-chem	B-chem
-	O	O
and	O	O
atp	B-chem	B-chem
-	O	O
sensitive	O	O
k	B-chem	B-chem
(	O	O
+	O	O
)	O	O
-	O	O
channels	O	O
while	O	O
4	B-chem	B-chem
-	I-chem	I-chem
aminopyridine	I-chem	I-chem
is	O	O
known	O	O
to	O	O
block	O	O
voltage	O	O
-	O	O
sensitive	O	O
k	B-chem	O
(	O	O
+	O	O
)	O	O
-	O	O
channels	O	O
.	O	O

2	O	O
.	O	O

in	O	O
the	O	O
counterbalanced	O	O
method	O	O
,	O	O
quinine	B-chem	B-chem
attenuated	O	O
morphine	B-chem	B-chem
-	O	O
induced	O	O
place	O	O
preference	O	O
,	O	O
whereas	O	O
4	B-chem	B-chem
-	I-chem	I-chem
aminopyridine	I-chem	I-chem
was	O	O
ineffective	O	O
.	O	O

in	O	O
the	O	O
motor	O	O
activity	O	O
test	O	O
measured	O	O
with	O	O
an	O	O
animex	O	O
-	O	O
activity	O	O
meter	O	O
neither	O	O
of	O	O
the	O	O
k	B-chem	B-chem
(	O	O
+	O	O
)	O	O
-	O	O
channel	O	O
blockers	O	O
affected	O	O
morphine	B-chem	B-chem
-	O	O
induced	O	O
hypoactivity	O	O
,	O	O
but	O	O
both	O	O
k	B-chem	B-chem
(	O	O
+	O	O
)	O	O
-	O	O
channel	O	O
blockers	O	O
prevented	O	O
morphine	B-chem	B-chem
-	O	O
induced	O	O
secondary	O	O
hyperactivity	O	O
.	O	O

3	O	O
.	O	O

these	O	O
results	O	O
suggest	O	O
the	O	O
involvement	O	O
of	O	O
quinine	B-chem	B-chem
-	O	O
sensitive	O	O
but	O	O
not	O	O
4	B-chem	B-chem
-	I-chem	I-chem
aminopyridine	I-chem	I-chem
-	O	O
sensitive	O	O
k	B-chem	B-chem
(	O	O
+	O	O
)	O	O
-	O	O
channels	O	O
in	O	O
morphine	B-chem	B-chem
reward	O	O
.	O	O

it	O	O
is	O	O
also	O	O
suggested	O	O
that	O	O
the	O	O
blockade	O	O
of	O	O
k	B-chem	B-chem
(	O	O
+	O	O
)	O	O
-	O	O
channels	O	O
sensitive	O	O
to	O	O
these	O	O
blockers	O	O
is	O	O
not	O	O
sufficient	O	O
to	O	O
prevent	O	O
morphine	B-chem	B-chem
-	O	O
induced	O	O
hypoactivity	O	O
whereas	O	O
morphine	B-chem	B-chem
-	O	O
induced	O	O
hyperactivity	O	O
seems	O	O
to	O	O
be	O	O
connected	O	O
to	O	O
both	O	O
quinine	B-chem	B-chem
-	O	O
and	O	O
4	B-chem	B-chem
-	I-chem	I-chem
aminopyridine	I-chem	I-chem
-	O	O
sensitive	O	O
k	B-chem	B-chem
(	O	O
+	O	O
)	O	O
-	O	O
channels	O	O
.	O	O

nociceptin	B-chem	O
/	O	O
orphanin	B-chem	B-chem
fq	I-chem	I-chem
and	O	O
nocistatin	B-chem	B-chem
on	O	O
learning	O	O
and	O	O
memory	O	O
impairment	O	O
induced	O	O
by	O	O
scopolamine	B-chem	B-chem
in	O	O
mice	O	O
.	O	O

1	O	O
.	O	O

nociceptin	B-chem	B-chem
,	O	O
also	O	O
known	O	O
as	O	O
orphanin	B-chem	B-chem
fq	I-chem	O
,	O	O
is	O	O
an	O	O
endogenous	O	O
ligand	O	O
for	O	O
the	O	O
orphan	O	O
opioid	O	O
receptor	O	O
-	O	O
like	O	O
receptor	O	O
1	O	O
(	O	O
orl1	O	O
)	O	O
and	O	O
involves	O	O
in	O	O
various	O	O
functions	O	O
in	O	O
the	O	O
central	O	O
nervous	O	O
system	O	O
(	O	O
cns	O	O
)	O	O
.	O	O

on	O	O
the	O	O
other	O	O
hand	O	O
,	O	O
nocistatin	B-chem	B-chem
is	O	O
recently	O	O
isolated	O	O
from	O	O
the	O	O
same	O	O
precursor	O	O
as	O	O
nociceptin	B-chem	B-chem
and	O	O
blocks	O	O
nociceptin	B-chem	B-chem
-	O	O
induced	O	O
allodynia	O	O
and	O	O
hyperalgesia	O	O
.	O	O

2	O	O
.	O	O

although	O	O
orl1	O	O
receptors	O	O
which	O	O
display	O	O
a	O	O
high	O	O
degree	O	O
of	O	O
sequence	O	O
homology	O	O
with	O	O
classical	O	O
opioid	O	O
receptors	O	O
are	O	O
abundant	O	O
in	O	O
the	O	O
hippocampus	O	O
,	O	O
little	O	O
is	O	O
known	O	O
regarding	O	O
their	O	O
role	O	O
in	O	O
learning	O	O
and	O	O
memory	O	O
.	O	O

3	O	O
.	O	O

the	O	O
present	O	O
study	O	O
was	O	O
designed	O	O
to	O	O
investigate	O	O
whether	O	O
nociceptin	B-chem	O
/	O	O
orphanin	B-chem	B-chem
fq	I-chem	I-chem
and	O	O
nocistatin	B-chem	B-chem
could	O	O
modulate	O	O
impairment	O	O
of	O	O
learning	O	O
and	O	O
memory	O	O
induced	O	O
by	O	O
scopolamine	B-chem	B-chem
,	O	O
a	O	O
muscarinic	O	O
cholinergic	O	O
receptor	O	O
antagonist	O	O
,	O	O
using	O	O
spontaneous	O	O
alternation	O	O
of	O	O
y	O	O
-	O	O
maze	O	O
and	O	O
step	O	O
-	O	O
down	O	O
type	O	O
passive	O	O
avoidance	O	O
tasks	O	O
in	O	O
mice	O	O
.	O	O

4	O	O
.	O	O

while	O	O
nocistatin	B-chem	B-chem
(	O	O
0	O	O
.	O	O
5	O	O
-	O	O
5	O	O
.	O	O
0	O	O
nmol	O	O
mouse	O	O
-	O	O
1	O	O
,	O	O
i	O	O
.	O	O
c	O	O
.	O	O
v	O	O
.	O	O
)	O	O

administered	O	O
30	O	O
min	O	O
before	O	O
spontaneous	O	O
alternation	O	O
performance	O	O
or	O	O
the	O	O
training	O	O
session	O	O
of	O	O
the	O	O
passive	O	O
avoidance	O	O
task	O	O
,	O	O
had	O	O
no	O	O
effect	O	O
on	O	O
spontaneous	O	O
alternation	O	O
or	O	O
passive	O	O
avoidance	O	O
behaviours	O	O
,	O	O
a	O	O
lower	O	O
per	O	O
cent	O	O
alternation	O	O
and	O	O
shorter	O	O
median	O	O
step	O	O
-	O	O
down	O	O
latency	O	O
in	O	O
the	O	O
retention	O	O
test	O	O
were	O	O
obtained	O	O
in	O	O
nociceptin	B-chem	B-chem
(	O	O
1	O	O
.	O	O
5	O	O
and	O	O
/	O	O
or	O	O
5	O	O
.	O	O
0	O	O
nmol	O	O
mouse	O	O
-	O	O
1	O	O
,	O	O
i	O	O
.	O	O
c	O	O
.	O	O
v	O	O
.	O	O
)	O	O
-	O	O
treated	O	O
normal	O	O
mice	O	O
.	O	O

5	O	O
.	O	O

administration	O	O
of	O	O
nocistatin	B-chem	B-chem
(	O	O
1	O	O
.	O	O
5	O	O
and	O	O
/	O	O
or	O	O
5	O	O
.	O	O
0	O	O
nmol	O	O
mouse	O	O
-	O	O
1	O	O
,	O	O
i	O	O
.	O	O
c	O	O
.	O	O
v	O	O
.	O	O
)	O	O

30	O	O
min	O	O
before	O	O
spontaneous	O	O
alternation	O	O
performance	O	O
or	O	O
the	O	O
training	O	O
session	O	O
of	O	O
the	O	O
passive	O	O
avoidance	O	O
task	O	O
,	O	O
attenuated	O	O
the	O	O
scopolamine	B-chem	B-chem
-	O	O
induced	O	O
impairment	O	O
of	O	O
spontaneous	O	O
alternation	O	O
and	O	O
passive	O	O
avoidance	O	O
behaviours	O	O
.	O	O

6	O	O
.	O	O

these	O	O
results	O	O
indicated	O	O
that	O	O
nocistatin	B-chem	B-chem
,	O	O
a	O	O
new	O	O
biologically	O	O
active	O	O
peptide	O	O
,	O	O
ameliorates	O	O
impairments	O	O
of	O	O
spontaneous	O	O
alternation	O	O
and	O	O
passive	O	O
avoidance	O	O
induced	O	O
by	O	O
scopolamine	B-chem	B-chem
,	O	O
and	O	O
suggested	O	O
that	O	O
these	O	O
peptides	O	O
play	O	O
opposite	O	O
roles	O	O
in	O	O
learning	O	O
and	O	O
memory	O	O
.	O	O

meloxicam	B-chem	B-chem
-	O	O
induced	O	O
liver	O	O
toxicity	O	O
.	O	O

we	O	O
report	O	O
the	O	O
case	O	O
of	O	O
a	O	O
female	O	O
patient	O	O
with	O	O
rheumatoid	O	O
arthritis	O	O
who	O	O
developed	O	O
acute	O	O
cytolytic	O	O
hepatitis	O	O
due	O	O
to	O	O
meloxicam	B-chem	B-chem
.	O	O

recently	O	O
introduced	O	O
in	O	O
belgium	O	O
,	O	O
meloxicam	B-chem	B-chem
is	O	O
the	O	O
first	O	O
nonsteroidal	O	O
antiinflammatory	O	O
drug	O	O
with	O	O
selective	O	O
action	O	O
on	O	O
the	O	O
inducible	O	O
form	O	O
of	O	O
cyclooxygenase	O	O
2	O	O
.	O	O

the	O	O
acute	O	O
cytolytic	O	O
hepatitis	O	O
occurred	O	O
rapidly	O	O
after	O	O
meloxicam	B-chem	B-chem
administration	O	O
and	O	O
was	O	O
associated	O	O
with	O	O
the	O	O
development	O	O
of	O	O
antinuclear	O	O
antibodies	O	O
suggesting	O	O
a	O	O
hypersensitivity	O	O
mechanism	O	O
.	O	O

this	O	O
first	O	O
case	O	O
of	O	O
meloxicam	B-chem	B-chem
related	O	O
liver	O	O
toxicity	O	O
demonstrates	O	O
the	O	O
potential	O	O
of	O	O
this	O	O
drug	O	O
to	O	O
induce	O	O
hepatic	O	O
damage	O	O
.	O	O

induction	O	O
of	O	O
apoptosis	O	O
by	O	O
remoxipride	B-chem	B-chem
metabolites	O	O
in	O	O
hl60	O	O
and	O	O
cd34	O	O
+	O	O
/	O	O
cd19	O	O
-	O	O
human	O	O
bone	O	O
marrow	O	O
progenitor	O	O
cells	O	O
:	O	O
potential	O	O
relevance	O	O
to	O	O
remoxipride	B-chem	B-chem
-	O	O
induced	O	O
aplastic	O	O
anemia	O	O
.	O	O

the	O	O
antipsychotic	O	O
agent	O	O
,	O	O
remoxipride	B-chem	B-chem
[	O	O
(	B-chem	O
s	I-chem	O
)	I-chem	O
-	I-chem	I-chem
(	I-chem	O
-	I-chem	O
)	I-chem	O
-	I-chem	I-chem
3	I-chem	I-chem
-	I-chem	I-chem
bromo	I-chem	I-chem
-	I-chem	I-chem
n	I-chem	I-chem
-	I-chem	I-chem
[	I-chem	I-chem
(	I-chem	I-chem
1	I-chem	I-chem
-	I-chem	I-chem
ethyl	I-chem	I-chem
-	I-chem	I-chem
2	I-chem	I-chem
-	I-chem	I-chem
pyrrolidinyl	I-chem	I-chem
)	I-chem	I-chem
methyl	I-chem	I-chem
]	I-chem	I-chem
-	I-chem	I-chem
2	I-chem	I-chem
,	I-chem	I-chem
6	I-chem	I-chem
-	I-chem	I-chem
dimethoxybenz	I-chem	I-chem
amide	I-chem	I-chem
]	O	O
has	O	O
been	O	O
associated	O	O
with	O	O
acquired	O	O
aplastic	O	O
anemia	O	O
.	O	O

we	O	O
have	O	O
examined	O	O
the	O	O
ability	O	O
of	O	O
remoxipride	B-chem	B-chem
,	O	O
three	O	O
pyrrolidine	B-chem	I-chem
ring	O	O
metabolites	O	O
and	O	O
five	O	O
aromatic	O	O
ring	O	O
metabolites	O	O
of	O	O
the	O	O
parent	O	O
compound	O	O
to	O	O
induce	O	O
apoptosis	O	O
in	O	O
hl60	O	O
cells	O	O
and	O	O
human	O	O
bone	O	O
marrow	O	O
progenitor	O	O
(	O	O
hbmp	O	O
)	O	O
cells	O	O
.	O	O

cells	O	O
were	O	O
treated	O	O
for	O	O
0	O	O
-	O	O
24	O	O
h	O	O
with	O	O
each	O	O
compound	O	B-chem
(	O	O
0	O	I-chem
-	O	I-chem
200	O	O
microm	O	O
)	O	O
.	O	O

apoptosis	O	O
was	O	O
assessed	O	O
by	O	O
fluorescence	O	O
microscopy	O	O
in	O	O
hoechst	B-chem	O
33342	I-chem	O
-	O	O
and	O	O
propidium	B-chem	B-chem
iodide	I-chem	I-chem
stained	O	O
cell	O	O
samples	O	O
.	O	O

results	O	O
were	O	O
confirmed	O	O
by	O	O
determination	O	O
of	O	O
internucleosomal	O	O
dna	O	O
fragmentation	O	O
using	O	O
gel	O	O
electrophoresis	O	O
for	O	O
hl60	O	O
cell	O	O
samples	O	O
and	O	O
terminal	O	O
deoxynucleotidyl	O	O
transferase	O	O
assay	O	O
in	O	O
hbmp	O	O
cells	O	O
.	O	O

the	O	O
catechol	B-chem	O
and	O	O
hydroquinone	B-chem	B-chem
metabolites	O	O
,	O	O
ncq436	B-chem	B-chem
and	O	O
ncq344	B-chem	O
,	O	O
induced	O	O
apoptosis	O	O
in	O	O
hl60	O	O
and	O	O
hbmp	O	O
cells	O	O
in	O	O
a	O	O
time	O	O
-	O	O
and	O	O
concentration	O	O
dependent	O	O
manner	O	O
,	O	O
while	O	O
the	O	O
phenols	B-chem	B-chem
,	O	O
ncr181	O	O
,	O	O
fla873	O	O
,	O	O
and	O	O
fla797	B-chem	O
,	O	O
and	O	O
the	O	O
derivatives	O	O
formed	O	O
by	O	O
oxidation	O	O
of	O	O
the	O	O
pyrrolidine	B-chem	B-chem
ring	O	O
,	O	O
fla838	O	O
,	O	O
ncm001	O	O
,	O	O
and	O	O
ncl118	O	O
,	O	O
had	O	O
no	O	O
effect	O	O
.	O	O

no	O	O
necrosis	O	O
was	O	O
observed	O	O
in	O	O
cells	O	O
treated	O	O
with	O	O
ncq436	B-chem	O
but	O	O
ncq344	B-chem	O
had	O	O
a	O	O
biphasic	O	O
effect	O	O
in	O	O
both	O	O
cell	O	O
types	O	O
,	O	O
inducing	O	O
apoptosis	O	O
at	O	O
lower	O	O
concentrations	O	O
and	O	O
necrosis	O	O
at	O	O
higher	O	O
concentrations	O	O
.	O	O

these	O	O
data	O	O
show	O	O
that	O	O
the	O	O
catechol	B-chem	O
and	O	O
hydroquinone	B-chem	B-chem
metabolites	O	O
of	O	O
remoxipride	B-chem	B-chem
have	O	O
direct	O	O
toxic	O	O
effects	O	O
in	O	O
hl60	O	O
and	O	O
hbmp	O	O
cells	O	O
,	O	O
leading	O	O
to	O	O
apoptosis	O	O
,	O	O
while	O	O
the	O	O
phenol	B-chem	B-chem
metabolites	O	O
were	O	O
inactive	O	O
.	O	O

similarly	O	O
,	O	O
benzene	B-chem	B-chem
-	O	O
derived	O	O
catechol	B-chem	O
and	O	O
hydroquinone	B-chem	B-chem
,	O	O
but	O	O
not	O	O
phenol	B-chem	B-chem
,	O	O
induce	O	O
apoptosis	O	O
in	O	O
hbmp	O	O
cells	O	O
[	O	O
moran	O	B-chem
et	O	O
al	O	O
.	O	O
,	O	O
mol	O	O
.	O	O

pharmacol	O	O
.	O	O

,	O	O
50	O	O
(	O	O
1996	O	O
)	O	O
610	O	O
-	O	O
615	O	O
]	O	O
.	O	O

we	O	O
propose	O	O
that	O	O
remoxipride	B-chem	B-chem
and	O	O
benzene	B-chem	B-chem
may	O	O
induce	O	O
aplastic	O	O
anemia	O	O
via	O	O
production	O	O
of	O	O
similar	O	O
reactive	O	O
metabolites	O	O
and	O	O
that	O	O
the	O	O
ability	O	O
of	O	O
ncq436	B-chem	O
and	O	O
ncq344	B-chem	O
to	O	O
induce	O	O
apoptosis	O	O
in	O	O
hbmp	O	O
cells	O	O
may	O	O
contribute	O	O
to	O	O
the	O	O
mechanism	O	O
underlying	O	O
acquired	O	O
aplastic	O	O
anemia	O	O
that	O	O
has	O	O
been	O	O
associated	O	O
with	O	O
remoxipride	B-chem	B-chem
.	O	O

synthesis	O	O
and	O	O
preliminary	O	O
pharmacological	O	O
investigations	O	O
of	O	O
1	B-chem	B-chem
-	I-chem	I-chem
(	I-chem	O
1	I-chem	I-chem
,	I-chem	I-chem
2	I-chem	I-chem
-	I-chem	I-chem
dihydro	I-chem	I-chem
-	I-chem	I-chem
2	I-chem	I-chem
-	I-chem	I-chem
acenaphthylenyl	I-chem	I-chem
)	I-chem	I-chem
piperazine	I-chem	B-chem
derivatives	O	O
as	O	O
potential	O	O
atypical	O	O
antipsychotic	O	O
agents	O	O
in	O	O
mice	O	O
.	O	O

in	O	O
research	O	O
towards	O	O
the	O	O
development	O	O
of	O	O
new	O	O
atypical	O	O
antipsychotic	O	O
agents	O	O
,	O	O
one	O	O
strategy	O	O
is	O	O
that	O	O
the	O	O
dopaminergic	O	O
system	O	O
can	O	O
be	O	O
modulated	O	O
through	O	O
manipulation	O	O
of	O	O
the	O	O
serotonergic	O	O
system	O	O
.	O	O

the	O	O
synthesis	O	O
and	O	O
preliminary	O	O
pharmacological	O	O
evaluation	O	O
of	O	O
a	O	O
series	O	O
of	O	O
potential	O	O
atypical	O	O
antipsychotic	O	O
agents	O	O
based	O	O
on	O	O
the	O	O
structure	O	O
of	O	O
1	B-chem	B-chem
-	I-chem	O
(	I-chem	O
1	I-chem	O
,	I-chem	O
2	I-chem	I-chem
-	I-chem	I-chem
dihydro	I-chem	I-chem
-	I-chem	I-chem
2	I-chem	I-chem
-	I-chem	I-chem
acenaphthylenyl	I-chem	I-chem
)	I-chem	I-chem
piperazine	I-chem	B-chem
(	O	O
7	O	O
)	O	O
is	O	O
described	O	O
.	O	O

compound	O	O
7e	O	O
,	O	O
5	B-chem	B-chem
-	I-chem	I-chem
{	I-chem	I-chem
2	I-chem	I-chem
-	I-chem	I-chem
[	I-chem	I-chem
4	I-chem	I-chem
-	I-chem	I-chem
(	I-chem	I-chem
1	I-chem	I-chem
,	I-chem	I-chem
2	I-chem	I-chem
-	I-chem	I-chem
dihydro	I-chem	I-chem
-	I-chem	I-chem
2	I-chem	I-chem
-	I-chem	I-chem
acenaphthylenyl	I-chem	I-chem
)	I-chem	I-chem
piperazinyl	I-chem	I-chem
]	I-chem	I-chem
ethyl	I-chem	I-chem
}	I-chem	I-chem
-	I-chem	I-chem
2	I-chem	I-chem
,	I-chem	I-chem
3	I-chem	I-chem
-	I-chem	I-chem
dihy	I-chem	I-chem
dro	I-chem	I-chem
-	I-chem	I-chem
1h	I-chem	I-chem
-	I-chem	I-chem

indol	I-chem	B-chem
-	I-chem	I-chem
2	I-chem	I-chem
-	I-chem	I-chem
one	I-chem	O
,	O	O
from	O	O
this	O	O
series	O	O
showed	O	O
significant	O	O
affinities	O	O
at	O	O
the	O	O
5	O	O
-	O	O
ht1a	O	O
and	O	O
5	O	O
-	O	O
ht2a	O	O
receptors	O	O
and	O	O
moderate	O	O
affinity	O	O
at	O	O
the	O	O
d2	O	O
receptor	O	O
.	O	O

7e	O	O
exhibits	O	O
a	O	O
high	O	O
reversal	O	O
of	O	O
catalepsy	O	O
induced	O	O
by	O	O
haloperidol	B-chem	B-chem
indicating	O	O
its	O	O
atypical	O	O
antipsychotic	O	O
nature	O	O
.	O	O

sub	O	O
-	O	O
chronic	O	O
inhibition	O	O
of	O	O
nitric	B-chem	B-chem
-	I-chem	I-chem
oxide	I-chem	I-chem
synthesis	O	O
modifies	O	I-chem
haloperidol	B-chem	B-chem
-	O	O
induced	O	O
catalepsy	O	O
and	O	O
the	O	O
number	O	O
of	O	O
nadph	B-chem	B-chem
-	O	O
diaphorase	O	O
neurons	O	O
in	O	O
mice	O	O
.	O	O

rationale	O	O
:	O	O
ng	B-chem	B-chem
-	I-chem	I-chem
nitro	I-chem	B-chem
-	I-chem	I-chem
l	I-chem	I-chem
-	I-chem	I-chem
arginine	I-chem	I-chem
(	O	O
l	B-chem	O
-	I-chem	O
noarg	I-chem	I-chem
)	O	O
,	O	O
an	O	O
inhibitor	O	O
of	O	O
nitric	B-chem	B-chem
-	I-chem	I-chem
oxide	I-chem	B-chem
synthase	O	O
(	O	O
nos	O	O
)	O	O
,	O	O
induces	O	O
catalepsy	O	O
in	O	O
mice	O	O
.	O	O

this	O	O
effect	O	O
undergoes	O	O
rapid	O	O
tolerance	O	O
,	O	O
showing	O	O
a	O	O
significant	O	O
decrease	O	O
after	O	O
2	O	O
days	O	O
of	O	O
sub	O	O
-	O	O
chronic	O	O
l	B-chem	O
-	I-chem	O
noarg	I-chem	O
treatment	O	O
.	O	O

nitric	B-chem	B-chem
oxide	I-chem	I-chem
(	O	O
no	B-chem	B-chem
)	O	O
has	O	O
been	O	O
shown	O	O
to	O	O
influence	O	O
dopaminergic	O	O
neurotransmission	O	O
in	O	O
the	O	O
striatum	O	O
.	O	O

neuroleptic	O	O
drugs	O	O
such	O	O
as	O	O
haloperidol	B-chem	B-chem
,	O	O
which	O	O
block	O	O
dopamine	B-chem	B-chem
receptors	O	O
,	O	O
also	O	O
cause	O	O
catalepsy	O	O
in	O	O
rodents	O	O
.	O	O

objectives	O	O
:	O	O

to	O	O
investigate	O	O
the	O	O
effects	O	O
of	O	O
subchronic	O	O
l	B-chem	O
-	I-chem	O
noarg	I-chem	O
treatment	O	O
in	O	O
haloperidol	B-chem	B-chem
-	O	O
induced	O	O
catalepsy	O	O
and	O	O
the	O	O
number	O	O
of	O	O
nos	O	O
neurons	O	O
in	O	O
areas	O	O
related	O	O
to	O	O
motor	O	O
control	O	O
.	O	O

methods	O	O
:	O	O

male	O	O
albino	O	O
swiss	O	O
mice	O	O
were	O	O
treated	O	O
sub	O	O
-	O	O
chronically	O	O
(	O	O
twice	O	O
a	O	O
day	O	O
for	O	O
4	O	O
days	O	O
)	O	O
with	O	O
l	B-chem	O
-	I-chem	O
noarg	I-chem	O
(	O	O
40	O	O
mg	O	O
/	O	O
kg	O	O
i	O	O
.	O	O
p	O	O
.	O	O
)	O	O
or	O	O
haloperidol	B-chem	B-chem
(	O	O
1	O	O
mg	O	O
/	O	O
kg	O	O
i	O	O
.	O	O
p	O	O
.	O	O
)	O	O
.	O	O

catalepsy	O	O
was	O	O
evaluated	O	O
at	O	O
the	O	O
beginning	O	O
and	O	O
the	O	O
end	O	O
of	O	O
the	O	O
treatments	O	O
.	O	O

reduced	O	O
nicotinamide	B-chem	B-chem
adenine	I-chem	I-chem
dinucleotide	I-chem	I-chem
phosphate	I-chem	I-chem
-	O	O
diaphorase	O	B-chem
(	O	O
nadph	B-chem	B-chem
-	O	O
d	O	O
)	O	O
histochemistry	O	O
was	O	O
also	O	O
employed	O	O
to	O	O
visualize	O	O
nos	O	O
as	O	O
an	O	O
index	O	O
of	O	O
enzyme	O	O
expression	O	O
in	O	O
mice	O	O
brain	O	O
regions	O	O
related	O	O
to	O	O
motor	O	O
control	O	O
.	O	O

results	O	O
:	O	O

l	B-chem	O
-	I-chem	O
noarg	I-chem	O
sub	O	O
-	O	O
chronic	O	O
administration	O	O
produced	O	O
tolerance	O	O
of	O	O
l	B-chem	O
-	I-chem	O
noarg	I-chem	O
and	O	O
of	O	O
haloperidol	B-chem	B-chem
-	O	O
induced	O	O
catalepsy	O	O
.	O	O

it	O	O
also	O	O
induced	O	O
an	O	O
increase	O	O
in	O	O
the	O	O
number	O	O
of	O	O
nadph	B-chem	B-chem
-	O	O
d	O	O
-	O	O
positive	O	O
cells	O	O
in	O	O
the	O	O
dorsal	O	O
part	O	O
of	O	O
the	O	O
caudate	O	O
and	O	O
accumbens	O	O
nuclei	O	O
compared	O	O
with	O	O
haloperidol	B-chem	B-chem
and	O	O
in	O	O
the	O	O
pedunculopontine	O	O
tegmental	O	O
nucleus	O	O
compared	O	O
with	O	O
saline	O	O
.	O	O

in	O	O
contrast	O	O
,	O	O
there	O	O
was	O	O
a	O	O
decrease	O	O
in	O	O
nadph	B-chem	B-chem
-	O	O
d	O	O
neuron	O	O
number	O	O
in	O	O
the	O	O
substantia	O	O
nigra	O	O
,	O	O
pars	O	O
compacta	O	O
in	O	O
both	O	O
haloperidol	B-chem	B-chem
-	O	O
treated	O	O
and	O	O
l	B-chem	O
-	I-chem	O
noarg	I-chem	O
-	O	O
treated	O	O
animals	O	O
.	O	O

conclusions	O	O
:	O	O

the	O	O
results	O	O
give	O	O
further	O	O
support	O	O
to	O	O
the	O	O
hypothesis	O	O
that	O	O
no	B-chem	O
plays	O	O
a	O	O
role	O	O
in	O	O
motor	O	O
behavior	O	O
control	O	O
and	O	O
suggest	O	O
that	O	O
it	O	O
may	O	O
take	O	O
part	O	O
in	O	O
the	O	O
synaptic	O	O
changes	O	O
produced	O	O
by	O	O
antipsychotic	O	O
treatment	O	O
.	O	O

prolonged	O	O
left	O	O
ventricular	O	O
dysfunction	O	O
occurs	O	O
in	O	O
patients	O	O
with	O	O
coronary	O	O
artery	O	O
disease	O	O
after	O	O
both	O	O
dobutamine	B-chem	B-chem
and	O	O
exercise	O	O
induced	O	O
myocardial	O	O
ischaemia	O	O
.	O	O

objective	O	O
:	O	O

to	O	O
determine	O	O
whether	O	O
pharmacological	O	O
stress	O	O
leads	O	O
to	O	O
prolonged	O	O
but	O	O
reversible	O	O
left	O	O
ventricular	O	O
dysfunction	O	O
in	O	O
patients	O	O
with	O	O
coronary	O	O
artery	O	O
disease	O	O
,	O	O
similar	O	O
to	O	O
that	O	O
seen	O	O
after	O	O
exercise	O	O
.	O	O

design	O	O
:	O	O

a	O	O
randomised	O	O
crossover	O	O
study	O	O
of	O	O
recovery	O	O
time	O	O
of	O	O
systolic	O	O
and	O	O
diastolic	O	O
left	O	O
ventricular	O	O
function	O	O
after	O	O
exercise	O	O
and	O	O
dobutamine	B-chem	B-chem
induced	O	O
ischaemia	O	O
.	O	O

subjects	O	O
:	O	O
10	O	O
patients	O	O
with	O	O
stable	O	O
angina	O	O
,	O	O

angiographically	O	O
proven	O	O
coronary	O	O
artery	O	O
disease	O	O
,	O	O
and	O	O
normal	O	O
left	O	O
ventricular	O	O
function	O	O
.	O	O

interventions	O	O
:	O	O

treadmill	O	O
exercise	O	O
and	O	O
dobutamine	B-chem	B-chem
stress	O	O
were	O	O
performed	O	O
on	O	O
different	O	O
days	O	O
.	O	O

quantitative	O	O
assessment	O	O
of	O	O
systolic	O	O
and	O	O
diastolic	O	O
left	O	O
ventricular	O	O
function	O	O
was	O	O
performed	O	O
using	O	O
transthoracic	O	O
echocardiography	O	O
at	O	O
baseline	O	O
and	O	O
