input	data/bc5-chemical/characterbert-from_general-128-s1.tsv	data/bc5-chemical/characterbert-general+node2vec-s1.tsv	data/bc5-chemical/characterbert-general-s1.tsv	data/bc5-chemical/enhanced-characterbert-from_general-128+node2vec-s1.tsv	data/bc5-chemical/fasttext-gigaword+node2vec-s1.tsv	data/bc5-chemical/fasttext-gigaword-s1.tsv	data/bc5-chemical/fasttext-mimic+node2vec-s1.tsv	data/bc5-chemical/fasttext-mimic-s1.tsv	data/bc5-chemical/fasttext-pubmed+node2vec-s1.tsv	data/bc5-chemical/fasttext-pubmed-s1.tsv	data/bc5-chemical/fasttext-random+node2vec-s1.tsv	data/bc5-chemical/fasttext-random-s1.tsv
58848_quinacrine	1	1	1	1	0	1	0	0	1	0	1	0
58849_hydrochloride	1	1	1	1	1	0	1	1	1	1	1	0
58855_sodium	1	1	1	1	0	1	0	1	1	1	1	1
58856_nitrite	1	1	1	1	1	1	1	0	1	1	1	1
58884_sodium	1	1	1	1	1	1	1	1	1	1	1	1
58885_nitrite	1	1	1	1	1	1	1	0	1	1	1	1
58889_quinacrine	1	1	1	1	1	1	1	1	1	1	1	0
58890_hydrochloride	1	1	1	1	1	1	1	1	1	1	1	1
58908_propranolol	1	1	1	1	1	1	1	1	1	1	1	1
58941_propranolol	1	1	1	1	1	1	1	1	1	1	1	1
59205_atropine	1	1	1	1	1	1	1	1	1	1	1	1
59233_propranolol	1	1	1	1	1	1	1	1	1	1	1	1
59258_propranolol	1	1	1	1	1	1	1	1	1	1	1	1
59276_doxorubicin	1	1	1	1	1	1	1	1	1	1	1	1
59301_doxorubicin	1	1	1	1	1	1	1	1	1	1	1	1
59346_doxorubicin	1	1	1	1	1	1	1	1	1	1	1	1
59388_doxorubicin	1	1	1	1	1	1	1	1	1	1	1	1
59405_doxorubicin	1	1	1	1	1	1	1	1	1	1	1	1
59429_doxorubicin	1	1	1	1	1	1	1	1	1	1	1	1
59450_doxorubicin	1	1	1	1	1	1	1	1	1	1	1	1
59475_doxorubicin	1	1	1	1	1	1	1	1	1	1	1	1
59598_timolol	1	1	1	1	1	1	1	1	1	1	1	1
59600_pilocarpine	1	1	1	1	1	1	1	1	1	1	1	1
59619_pilocarpine	1	1	1	1	1	1	1	1	1	1	1	1
59620_nitrate	1	1	1	1	1	1	1	1	1	1	1	0
59622_timolol	1	1	1	1	1	1	1	1	1	1	0	1
59623_maleate	1	1	0	1	1	0	1	1	1	0	0	1
59634_halothane	1	1	1	1	1	1	1	1	1	1	1	1
59639_timolol	1	1	1	1	1	1	1	1	1	1	1	1
59641_pilocarpine	1	1	1	1	1	1	1	1	1	1	1	1
59655_timolol	1	1	1	1	1	1	1	1	1	1	1	1
59659_pilocarpine	1	1	1	1	1	1	1	1	1	1	1	1
59676_timolol	1	1	1	1	1	1	1	1	1	1	1	1
59707_halothane	1	1	1	1	1	1	1	1	1	1	1	1
59716_pilocarpine	1	1	1	1	1	1	1	1	1	1	1	1
59725_succinylcholine	1	1	1	1	1	1	1	1	1	1	0	1
59749_succinylcholine	1	1	1	1	1	1	1	1	1	1	1	1
59764_edrophonium	1	1	1	1	1	1	1	0	1	1	1	0
59772_succinylcholine	1	1	1	1	1	1	1	1	1	1	1	1
59800_edrophonium	1	1	1	1	1	1	1	1	1	1	1	0
59805_neostigmine	1	1	1	1	1	1	1	1	1	1	1	1
59826_succinylcholine	1	1	1	1	1	1	1	1	1	1	1	1
59844_succinylcholine	1	1	1	1	0	1	1	1	1	1	0	1
59859_doxorubicin	1	1	1	1	1	1	1	1	1	1	1	1
59861_[	0	0	0	1	1	0	1	1	0	0	1	0
59862_omega	0	0	0	0	1	0	1	1	0	0	1	0
59863_-	1	1	1	1	1	1	1	1	1	1	1	1
59864_i	1	1	1	1	1	1	1	1	1	1	1	1
59865_-	1	1	1	1	1	1	1	1	1	1	1	1
59866_131	1	1	0	1	1	1	1	1	1	1	1	1
59867_]	1	0	0	1	1	0	1	1	1	1	1	1
59868_heptadecanoic	1	0	0	1	1	0	1	1	1	1	1	1
59869_acid	1	0	1	1	1	0	1	1	1	1	1	1
59884_doxorubicin	1	1	1	1	1	1	1	1	1	1	1	1
59890_[	0	0	0	0	1	0	1	0	1	0	1	0
59891_omega	0	0	0	0	1	0	1	1	0	0	1	0
59892_-	1	1	1	1	1	1	1	1	1	1	1	0
59893_i	1	1	1	1	1	1	1	1	1	1	1	0
59894_-	1	1	1	1	1	1	1	1	1	1	1	0
59895_131	1	1	1	1	1	1	1	1	1	1	1	0
59896_]	1	0	1	1	1	1	1	1	1	1	1	1
59897_heptadecanoic	1	0	0	1	1	0	1	1	1	1	1	1
59898_acid	1	1	1	1	1	1	1	1	1	1	1	1
59900_i	1	1	1	1	0	0	0	0	0	0	0	0
59901_-	1	1	1	1	1	0	0	0	0	1	0	0
59902_131	1	1	1	1	1	0	0	0	0	1	0	0
59903_ha	1	0	0	1	1	0	1	0	0	1	0	0
59941_doxorubicin	1	1	1	1	1	1	1	1	1	1	1	1
59962_doxorubicin	1	1	1	1	1	1	1	1	1	1	1	1
59982_i	1	1	0	1	0	0	0	0	0	0	0	0
59983_-	1	1	0	1	0	0	0	0	0	0	0	0
59984_131	1	1	0	1	0	0	0	0	0	0	0	0
59985_ha	1	0	0	0	0	0	0	0	0	0	0	0
60018_doxorubicin	1	1	1	1	1	1	1	1	1	1	1	1
60036_i	1	0	0	1	0	0	0	0	0	0	0	0
60037_-	1	1	1	1	0	0	0	0	0	0	0	0
60038_131	1	1	0	1	0	0	0	0	0	0	0	0
60039_ha	1	0	0	1	0	0	0	0	0	0	0	0
60046_doxorubicin	1	1	1	1	1	1	1	1	1	1	1	1
60079_sodium	1	1	1	1	1	1	1	1	1	1	1	1
60080_nitroprusside	1	1	1	1	1	1	1	1	1	1	1	1
60082_snp	1	1	1	1	1	1	1	1	1	1	1	1
60085_trimetaphan	1	1	1	1	1	1	1	1	1	1	1	1
60087_tmp	1	1	1	1	1	1	1	1	1	1	1	1
60135_nitroprusside	1	1	1	1	1	1	1	1	1	0	1	1
60151_trimetaphan	0	1	1	0	1	0	1	0	1	0	1	0
60168_snp	1	1	1	1	1	1	1	1	1	1	1	1
60173_o2	1	1	1	1	1	1	1	1	1	1	1	0
60176_o2	1	1	1	1	1	1	1	1	1	1	1	0
60222_amphetamine	1	1	1	1	1	1	1	1	1	1	1	1
60232_noradrenaline	1	1	1	1	1	1	1	1	1	1	1	1
60234_dsp4	1	1	1	1	1	1	0	0	1	1	1	0
60247_d	1	1	1	1	1	1	1	1	1	1	1	1
60248_-	1	1	1	1	1	1	1	1	1	1	1	1
60249_amphetamine	1	1	1	1	1	0	1	1	1	1	1	1
60268_d	1	1	1	1	1	1	1	1	1	1	1	1
60269_-	1	1	1	1	1	1	1	1	1	1	1	1
60270_amphetamine	1	1	1	1	1	1	1	1	1	1	1	1
60281_dsp4	1	1	1	1	0	0	0	0	1	1	0	0
60292_amphetamine	1	1	1	1	1	1	1	1	1	1	1	1
60302_dsp4	1	1	1	0	0	0	0	0	1	1	0	0
60308_amphetamine	1	1	1	1	1	1	1	1	1	1	1	1
60312_dsp4	1	1	1	1	1	1	1	1	1	1	0	1
60319_noradrenaline	1	1	1	1	1	1	1	1	1	1	1	1
60325_desipramine	1	1	1	1	1	1	1	1	1	1	1	1
60333_dsp4	1	1	1	1	0	1	0	0	1	1	0	0
60353_amphetamine	1	1	1	1	1	1	1	1	1	1	1	1
60364_verapamil	1	1	1	1	1	1	1	1	1	1	1	1
60388_verapamil	1	1	1	1	1	1	1	1	1	1	1	1
60411_verapamil	1	1	1	1	1	1	1	1	1	1	1	1
60437_verapamil	1	1	1	1	1	1	1	1	1	1	1	1
60466_cis	1	1	1	1	1	0	1	0	1	1	1	0
60467_-	1	1	1	1	1	0	1	1	1	1	1	0
60468_platinum	1	1	1	1	1	0	1	1	1	1	1	0
60470_adriamycin	1	1	1	1	1	1	1	1	1	1	1	1
60472_cyclophosphamide	1	1	1	1	1	1	1	1	1	1	1	1
60474_hexamethylmelamine	1	1	1	1	1	1	1	1	1	1	1	1
60497_cisplatinum	1	1	1	1	1	1	1	1	1	1	1	1
60499_cpdd	1	1	1	1	0	0	0	0	1	1	0	0
60507_adriamycin	1	1	1	1	1	1	1	1	1	1	1	1
60514_cyclophosphamide	1	1	1	1	1	1	1	1	1	1	1	1
60526_hexamethylmelamine	1	1	1	1	1	1	1	1	1	1	1	0
60528_hmm	1	1	1	1	1	1	0	0	1	1	1	0
60595_cpdd	0	0	1	0	0	0	0	0	1	1	0	0
60654_cpdd	0	0	0	0	0	0	0	0	0	0	0	0
60659_hmm	0	0	0	0	0	0	0	0	1	0	0	0
60720_oral	1	1	1	1	1	1	1	1	1	1	1	1
60721_contraceptives	1	1	1	1	1	1	1	1	1	1	1	1
60737_propylthiouracil	1	1	1	1	1	1	1	1	1	1	1	1
60747_propylthiouracil	1	1	1	1	1	1	1	1	1	1	1	1
60796_bepridil	1	1	1	1	1	1	1	1	1	1	1	1
60799_bepridil	1	1	1	1	1	1	1	1	1	1	1	1
60842_bepridil	1	1	1	1	1	1	1	1	1	1	1	1
60873_kcl	1	0	1	1	1	1	1	1	1	1	1	1
60919_bepridil	1	1	1	1	1	1	1	1	1	1	1	1
61037_bepridil	1	1	1	1	1	1	1	1	1	1	1	1
61124_bepridil	1	1	1	1	1	1	1	1	1	1	1	1
61194_potassium	1	1	1	1	1	1	1	1	1	1	1	1
61209_methoxyflurane	1	1	1	1	1	1	1	1	1	1	1	0
61224_methoxyflurane	1	1	1	1	1	1	1	1	1	1	1	0
61286_haloperidol	1	1	1	1	1	1	1	1	1	1	1	1
61301_haloperidol	1	1	1	1	1	1	1	1	1	1	1	1
61359_nacl	1	1	1	1	1	1	1	1	1	1	0	1
61367_haloperidol	1	1	1	1	1	1	1	1	1	1	1	1
61399_rifampicin	1	1	1	1	1	1	1	1	1	1	1	0
61424_rifampicin	1	1	1	1	1	1	1	1	1	1	1	0
61535_adenosine	1	1	1	1	1	1	1	1	1	1	1	1
61536_triphosphate	1	1	1	1	1	1	1	1	1	1	1	1
61538_sodium	1	1	1	1	1	1	1	1	1	1	1	1
61539_nitroprusside	1	1	1	1	1	1	1	1	1	1	1	1
61547_adenosine	1	1	1	1	1	1	1	1	1	1	1	1
61548_triphosphate	1	1	1	1	1	1	1	1	1	1	1	0
61550_atp	1	1	1	1	1	1	1	1	1	1	1	1
61553_sodium	1	1	1	1	1	1	1	1	1	1	1	1
61554_nitroprusside	1	1	1	1	1	1	1	1	1	1	1	1
61556_snp	1	1	1	1	1	1	1	1	1	1	1	1
61571_snp	1	1	1	1	1	1	1	1	1	1	1	1
61583_atp	1	1	1	1	1	1	1	1	1	1	1	1
61622_atp	1	1	1	1	1	1	1	1	1	1	1	1
61628_snp	1	1	1	1	1	1	1	1	1	1	1	1
61668_atp	1	1	1	1	1	1	1	1	1	1	1	1
61741_oxygen	1	1	1	1	1	0	1	1	1	1	1	1
61773_atp	1	1	1	1	1	1	1	1	1	1	1	1
61789_snp	1	1	1	1	1	1	1	1	1	1	1	1
61860_oxygen	1	1	1	1	1	1	1	1	1	1	1	1
61922_snp	1	1	1	1	1	1	1	1	1	1	1	1
61929_atp	1	1	1	1	1	1	1	1	1	1	1	1
61931_snp	1	1	1	1	1	1	1	1	1	1	1	1
61946_endografine	1	1	1	1	0	1	0	0	1	1	1	0
61948_diatrizoate	1	1	1	1	1	0	1	0	1	1	1	0
61951_vasurix	1	1	1	1	1	1	0	0	0	1	0	1
61952_polyvidone	1	1	1	1	1	1	0	0	0	1	0	0
61954_acetrizoate	1	1	1	1	0	1	1	1	1	1	0	0
61957_dimer	1	0	0	1	0	0	1	0	0	0	0	0
61958_-	1	0	0	1	0	0	0	0	0	0	0	0
61959_x	1	0	0	1	0	0	0	0	0	0	0	0
61961_iocarmate	1	0	0	1	0	0	0	0	1	1	0	0
61964_hexabrix	1	1	1	1	1	1	0	0	1	1	0	0
61966_ioxaglate	1	1	1	1	1	0	1	0	1	1	1	0
61977_dimer	1	0	0	1	0	0	1	0	0	0	0	0
61978_-	1	1	1	1	0	0	0	0	0	0	0	0
61979_x	1	1	1	1	0	0	0	0	0	0	0	0
61981_hexabrix	1	1	1	1	1	1	0	0	1	1	0	0
61983_vasurix	1	1	1	1	1	1	0	0	0	1	0	1
61984_polyvidone	1	1	1	1	1	1	0	0	0	1	0	0
61986_endografine	1	1	1	1	0	0	0	0	1	1	0	0
62009_dimer	0	0	0	1	0	0	1	0	0	0	0	0
62010_-	0	0	0	0	0	0	0	0	0	0	0	0
62011_x	0	0	0	0	0	0	0	0	0	0	0	0
62024_endografine	1	1	1	1	0	0	0	0	1	1	0	0
62048_hexabrix	1	1	1	1	1	1	0	0	1	1	0	0
62050_vasurix	1	1	1	1	1	1	0	0	0	1	0	0
62051_polyvidone	1	1	1	1	1	0	0	0	0	1	0	0
62056_contrast	0	0	0	0	0	0	0	0	0	0	0	0
62057_media	0	0	0	0	0	0	0	0	0	0	0	0
62067_hexabrix	1	1	1	0	1	1	0	0	1	1	0	0
62075_suxamethonium	1	1	1	0	0	1	1	1	1	1	0	1
62091_scoline	0	0	0	0	0	0	1	1	0	0	0	0
62136_scoline	0	0	0	0	0	0	0	1	0	0	0	0
62165_fazadinium	1	1	1	1	1	1	1	1	1	1	0	0
62173_scoline	0	0	0	0	0	0	1	1	0	0	0	0
62184_althesin	1	1	0	1	1	1	1	0	1	1	0	0
62186_thiopentone	1	1	1	1	1	1	1	1	1	1	1	1
62193_suxamethonium	1	1	1	1	1	1	1	1	1	1	1	1
62196_chloride	1	1	1	1	1	1	1	1	1	1	1	1
62198_bromide	1	1	1	1	1	1	1	1	1	1	1	0
62205_scoline	0	0	0	0	0	0	1	1	0	0	0	0
62216_l	1	1	1	1	0	1	1	1	0	1	0	1
62217_-	1	1	1	1	0	1	0	1	0	1	1	1
62218_norepinephrine	1	1	1	1	0	1	0	1	0	1	0	1
62296_l	1	1	1	1	0	1	1	1	1	1	0	1
62297_-	1	1	1	1	0	1	0	1	1	1	0	1
62298_norepinephrine	1	1	1	1	0	1	0	1	0	1	0	1
62422_quinine	1	1	1	1	1	1	1	1	1	1	1	1
62457_quinine	1	1	1	1	1	1	1	1	1	1	1	1
62458_sulfate	1	1	1	1	1	1	1	0	1	1	1	1
62488_quinine	1	1	1	1	1	1	1	1	1	1	1	1
62502_suxamethonium	1	1	1	1	1	1	1	1	1	1	1	1
62527_halothane	1	1	1	1	1	1	1	1	1	1	1	1
62529_nitrous	1	1	1	1	1	1	1	1	1	1	1	0
62530_oxide	1	1	1	1	1	1	1	1	1	1	1	1
62532_oxygen	1	1	1	1	1	1	1	1	1	1	1	1
62534_pancuronium	1	1	1	1	1	1	1	1	1	1	1	0
62540_suxamethonium	1	1	1	1	1	1	1	1	1	1	1	1
62597_dibucaine	0	0	1	0	1	1	0	0	1	1	0	0
62628_suxamethonium	1	1	1	1	1	1	1	1	1	1	1	1
62637_pancuronium	1	1	1	1	1	1	1	1	1	1	1	0
62640_indomethacin	1	1	1	1	1	1	1	1	1	1	1	1
62675_indomethacin	1	1	1	1	1	1	1	1	1	1	1	1
62686_prostaglandin	1	1	1	1	1	1	1	1	1	1	1	1
62700_potassium	1	1	1	1	1	1	1	1	1	1	1	1
62705_indomethacin	1	1	1	1	1	1	1	1	1	1	1	1
62735_etomidate	1	1	1	1	1	0	1	1	1	1	1	1
62747_etomidate	1	1	1	1	1	0	1	1	1	1	1	1
62760_fentanyl	1	1	1	1	1	1	1	1	1	1	1	1
62767_etomidate	1	1	1	1	1	0	1	1	1	1	1	1
62781_etomidate	1	1	1	1	1	0	1	1	1	1	1	1
62902_levodopa	1	1	1	1	1	1	1	1	1	1	1	1
62909_fluoxetine	1	1	1	1	1	1	1	1	1	1	1	1
62923_levodopa	1	1	1	1	1	1	1	1	1	1	1	1
62939_dopamine	1	1	1	1	1	1	1	1	1	1	1	1
62942_apomorphine	1	1	1	1	1	1	1	1	1	1	1	1
62950_fluoxetine	1	1	1	1	1	1	1	1	1	1	1	1
62969_fluoxetine	1	1	1	1	1	1	1	1	1	1	1	1
62987_apomorphine	1	1	1	1	1	1	1	1	1	1	1	1
63049_fluoxetine	1	1	1	1	1	1	1	1	1	1	1	1
63052_levodopa	1	1	1	1	1	1	1	1	1	1	1	1
63055_dopamine	1	1	1	1	1	1	1	1	1	1	1	1
63077_trimethoprim	1	1	1	1	1	1	1	1	1	1	1	1
63078_-	1	1	1	1	1	1	1	1	1	1	1	0
63079_sulfamethoxazole	1	1	1	1	1	0	1	1	1	0	1	0
63081_trimethoprim	1	1	1	1	1	1	1	1	1	1	1	0
63084_cephalexin	1	1	1	1	1	1	1	1	1	1	1	0
63113_trimethoprim	1	1	1	1	1	1	1	1	1	1	1	0
63114_-	1	1	1	1	1	0	1	1	1	1	1	0
63115_sulfamethoxazole	1	1	1	1	1	0	1	1	1	1	1	0
63117_tmp	1	1	1	1	1	1	1	1	1	1	1	1
63118_-	1	1	1	1	0	0	0	0	0	0	0	0
63119_smz	1	0	1	1	0	0	0	0	0	0	0	0
63126_trimethoprim	1	1	1	1	1	1	1	1	1	1	1	0
63134_cephalexin	1	1	1	1	1	0	1	1	1	1	1	0
63203_tmp	1	1	1	1	1	1	1	1	1	1	1	1
63204_-	1	0	0	1	0	0	0	0	0	0	0	0
63205_smz	1	0	1	1	0	0	0	0	0	0	0	0
63218_trimethoprim	1	1	1	1	1	1	1	1	1	1	1	1
63236_cephalexin	1	1	1	1	1	0	1	1	1	1	1	0
63264_tmp	1	1	1	1	1	1	1	1	1	1	1	1
63265_-	1	1	1	1	0	0	0	0	0	0	0	0
63266_smz	1	1	1	1	0	0	0	0	0	0	0	0
63283_tmp	1	1	1	1	1	1	1	1	1	1	1	1
63284_-	1	1	1	1	0	0	0	0	0	0	0	0
63285_smz	1	1	1	1	0	0	0	0	0	0	0	0
63301_cephalexin	1	1	1	1	1	1	1	1	1	1	1	0
63359_lidocaine	1	1	1	1	1	1	1	1	1	1	1	1
63363_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
63379_lidocaine	1	1	1	1	1	1	1	1	1	1	1	1
63384_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
63440_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
63446_lidocaine	1	1	1	1	1	1	1	1	1	1	1	1
63461_lidocaine	1	1	1	1	1	1	1	1	1	1	1	1
63466_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
63491_lidocaine	1	1	1	1	1	1	1	1	1	1	1	1
63513_lidocaine	1	1	1	1	1	1	1	1	1	1	1	1
63516_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
63522_lidocaine	1	1	1	1	1	1	1	1	1	1	1	1
63526_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
63543_paclitaxel	1	1	1	1	1	1	1	1	1	1	1	1
63553_carboplatin	1	1	1	1	1	1	1	1	1	1	1	1
63564_paclitaxel	1	1	1	1	1	1	1	1	1	1	1	1
63567_taxol	1	1	1	1	1	1	1	1	1	1	1	1
63587_carboplatin	1	1	1	1	1	1	1	1	1	1	1	1
63607_carboplatin	1	1	1	1	1	1	1	1	1	1	1	1
63631_paclitaxel	1	1	1	1	1	1	1	1	1	1	1	1
63742_paclitaxel	1	1	1	1	1	1	1	1	1	1	1	1
63750_carboplatin	1	1	1	1	1	1	1	1	1	1	1	1
63764_paclitaxel	1	1	1	1	1	1	1	1	1	1	1	1
63766_carboplatin	1	1	1	1	1	1	1	1	1	1	1	1
63782_misoprostol	1	1	1	1	1	1	1	1	1	1	1	0
63784_indomethacin	1	1	1	1	1	1	1	1	1	1	1	1
63795_misoprostol	1	1	1	1	1	1	1	1	1	1	1	0
63807_indomethacin	1	1	1	1	1	1	1	1	1	1	1	1
63832_misoprostol	1	1	1	1	1	1	1	1	1	1	1	0
63845_sodium	1	1	1	1	1	1	1	1	1	1	1	1
63870_indomethacin	1	1	1	1	1	1	1	1	1	1	1	1
63875_misoprostol	1	1	1	1	1	1	1	1	1	1	1	0
63893_indomethacin	1	1	1	1	1	1	1	1	1	1	1	1
63909_sodium	1	1	1	1	1	1	1	1	1	1	1	1
63943_misoprostol	1	1	1	1	1	1	1	1	1	1	1	0
63960_misoprostol	1	1	1	1	1	1	1	1	1	1	0	0
63967_indomethacin	1	1	1	1	1	1	1	1	1	1	1	1
64010_angiotensin	1	1	1	1	1	1	1	1	1	1	1	1
64011_-	1	0	0	0	1	0	0	0	1	0	0	0
64012_converting	0	0	0	0	1	0	0	0	1	0	0	0
64013_enzyme	0	0	0	0	0	0	0	0	1	0	0	0
64014_inhibitor	0	0	0	1	0	0	0	0	1	0	0	0
64042_angiotensin	1	1	1	1	1	1	1	1	1	1	1	1
64043_-	1	0	0	1	0	1	0	0	0	0	1	0
64044_converting	1	0	0	1	0	1	0	0	0	0	1	0
64045_enzyme	1	0	0	1	0	1	1	0	0	0	1	0
64046_(	1	0	0	0	0	1	0	0	0	0	1	0
64047_ace	1	0	0	1	1	1	1	0	1	0	1	0
64048_)	1	0	0	0	1	1	1	0	1	0	1	1
64049_inhibitors	1	0	1	1	0	0	0	0	1	0	0	1
64087_ace	1	1	1	1	1	1	1	0	0	1	1	0
64088_inhibitors	1	1	1	1	1	1	0	0	0	0	0	1
64120_ace	1	1	1	1	1	1	0	0	0	0	1	0
64121_inhibitors	1	1	1	1	1	1	0	0	0	0	0	0
64142_lorazepam	1	1	1	1	1	1	1	1	1	1	1	0
64155_lorazepam	1	1	1	1	1	1	1	1	1	1	1	0
64184_lorazepam	1	1	1	1	1	1	1	1	1	1	1	0
64232_lorazepam	1	1	1	1	1	1	1	1	1	1	1	1
64255_lorazepam	1	1	1	1	1	1	1	1	1	1	1	0
64311_carbamazepine	1	1	1	1	1	1	1	1	1	1	1	1
64556_granisetron	1	1	1	1	1	1	1	1	1	1	1	0
64560_5	1	1	1	1	1	1	1	1	0	1	1	1
64561_-	1	1	1	1	1	1	1	1	1	1	0	1
64562_hydroxytryptamine	1	1	1	1	1	1	1	1	1	1	0	1
64580_cisplatin	1	1	1	1	1	1	1	1	1	1	1	1
64599_granisetron	1	1	1	1	1	1	1	1	1	1	1	0
64601_kytril	1	1	1	1	1	1	1	1	1	1	0	0
64624_cisplatin	1	1	1	1	1	1	1	1	1	1	1	1
64650_cisplatin	1	1	1	1	1	1	1	1	1	1	1	1
64666_granisetron	1	1	1	1	1	0	1	1	1	1	1	0
64732_granisetron	1	1	1	1	1	0	1	1	1	1	1	0
64875_granisetron	1	1	1	1	1	0	1	1	1	1	1	0
64923_granisetron	1	1	1	1	1	1	1	1	1	1	1	0
64939_cisplatin	1	1	1	1	1	1	1	1	1	1	1	1
64991_granisetron	1	1	1	1	1	0	1	1	1	1	1	0
65003_clonidine	1	1	1	1	1	1	1	1	1	1	1	1
65005_verapamil	1	1	1	1	1	1	1	1	1	1	1	1
65021_clonidine	1	1	1	1	1	1	1	1	1	1	1	1
65023_verapamil	1	1	1	1	1	1	1	1	1	1	1	1
65059_verapamil	1	1	1	1	1	1	1	1	1	1	1	1
65065_spironolactone	1	1	1	1	1	1	1	1	1	1	1	1
65080_clonidine	1	1	1	1	1	1	1	1	1	1	1	1
65120_verapamil	1	1	1	1	1	1	1	1	1	1	1	1
65131_clonidine	1	1	1	1	1	1	1	1	1	1	1	1
65159_clonidine	1	1	1	1	1	1	1	1	1	1	1	1
65161_verapamil	1	1	1	1	1	1	1	1	1	1	1	1
65212_clonidine	1	1	1	1	1	1	1	1	1	1	1	1
65214_verapamil	1	1	1	1	1	1	1	1	1	1	1	1
65253_dihydrothienopyridine	1	1	1	1	0	1	0	0	1	0	0	0
65254_calcium	0	0	1	0	0	0	0	0	0	0	0	0
65257_s	1	1	1	1	1	1	1	1	0	0	1	1
65258_-	1	1	1	1	1	1	1	1	0	1	1	1
65259_312	1	1	1	1	1	1	1	1	0	1	1	1
65260_-	1	1	0	1	1	0	0	0	0	1	0	1
65261_d	1	1	0	1	1	0	0	0	0	1	0	1
65273_s	1	1	1	1	1	0	1	1	0	0	1	1
65274_-	1	1	1	1	0	0	1	1	0	0	1	0
65275_312	1	1	1	0	0	0	1	1	0	0	1	0
65277_s	1	1	1	0	0	1	1	1	0	0	1	1
65278_-	1	1	1	0	1	1	1	1	0	0	1	1
65279_312	1	1	1	0	1	1	1	1	0	0	1	1
65280_-	0	1	1	0	0	1	0	1	0	0	0	1
65281_d	0	1	1	0	0	1	0	1	0	0	0	1
65285_s	1	1	1	0	1	0	1	1	0	0	1	1
65286_-	1	1	1	0	1	0	1	1	0	0	1	0
65287_312	1	1	1	0	1	0	1	1	0	0	1	0
65288_-	0	1	1	0	1	0	0	1	0	0	0	0
65289_l	0	1	1	0	1	0	0	1	0	0	0	0
65294_calcium	1	1	1	1	1	1	1	0	1	1	1	0
65364_flunarizine	1	1	1	1	1	0	1	1	1	1	1	0
65392_s	1	1	1	1	1	1	1	1	1	0	1	1
65393_-	1	1	1	1	1	1	1	1	1	0	1	1
65394_312	1	1	1	1	1	1	1	1	1	0	1	1
65395_-	1	1	1	1	1	0	0	0	0	0	0	0
65396_d	1	1	1	1	1	0	0	0	0	0	0	0
65408_pentylenetetrazole	1	1	1	1	1	1	1	1	1	1	1	1
65421_bemegride	1	1	1	1	1	0	1	1	1	1	1	1
65442_n	1	1	1	1	1	1	1	1	1	1	1	1
65443_-	1	1	1	1	1	1	1	1	1	1	1	1
65444_methyl	1	1	1	1	1	1	1	1	1	1	1	1
65445_-	1	1	1	1	1	1	1	1	1	1	1	1
65446_d	1	1	1	1	1	1	1	1	1	1	1	1
65447_-	1	1	1	1	1	1	1	1	1	1	1	1
65448_aspartate	1	1	1	1	1	1	1	1	1	1	1	1
65450_picrotoxin	1	1	1	1	1	1	1	1	1	1	1	1
65461_s	1	1	1	1	1	1	1	1	0	0	1	1
65462_-	1	1	1	1	0	1	1	1	1	0	1	1
65463_312	1	1	1	1	0	1	1	1	1	0	1	1
65464_-	1	1	1	1	0	0	1	1	0	0	0	1
65465_d	1	1	1	1	0	0	0	1	0	0	0	1
65484_sumatriptan	1	1	1	1	1	1	1	1	1	1	1	1
65488_sumatriptan	1	1	1	1	1	1	1	1	1	1	1	1
65528_sumatriptan	1	1	1	1	1	1	1	1	1	1	1	1
65560_flumazenil	1	1	1	1	1	1	1	1	1	1	1	1
65567_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
65569_diazepam	1	1	1	1	1	1	1	1	1	1	1	1
65581_benzodiazepine	1	1	1	1	1	1	1	1	1	1	0	1
65583_flumazenil	1	1	1	1	1	1	1	1	1	1	1	1
65589_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
65591_benzodiazepine	1	1	1	0	1	1	0	1	1	1	0	0
65608_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
65616_diazepam	1	1	1	1	1	1	1	1	1	1	1	1
65623_diazepam	1	1	1	1	1	1	1	1	1	1	1	1
65625_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
65638_flumazenil	1	1	1	1	1	1	1	1	1	1	1	1
65680_flumazenil	1	1	1	1	1	1	1	1	1	1	1	1
65691_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
65693_diazepam	1	1	1	1	1	1	1	1	1	1	1	1
65705_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
65725_diazepam	1	1	1	1	1	1	1	1	1	1	1	1
65743_diazepam	1	1	1	1	1	1	1	1	1	1	1	1
65750_flumazenil	1	1	1	1	1	1	1	1	1	1	1	1
65757_diazepam	1	1	1	1	1	1	1	1	1	1	1	1
65762_flumazenil	1	1	1	1	1	1	1	1	1	1	1	1
65773_cocaine	1	1	1	1	1	1	1	1	1	1	1	1
65775_diazepam	1	1	1	1	1	1	1	1	1	1	1	1
